ID,Name,Date,Time,Event,Status,Latitude,Longitude,Maximum Wind,Minimum Pressure,Low Wind NE,Low Wind SE,Low Wind SW,Low Wind NW,Moderate Wind NE,Moderate Wind SE,Moderate Wind SW,Moderate Wind NW,High Wind NE,High Wind SE,High Wind SW,High Wind NW
AL131984, GUSTAV,19840916,1800,  , TD,28.6N,65.5W,30,1009,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL141984,  HORTENSE,19840923,0,  , SD,31.3N,58.3W,30,1009,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL151984,ISIDORE,19840925,1200,  , TD,23.4N,73.0W,30,1003,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL161984, JOSEPHINE,19841007,600,  , SD,24.1N,68.9W,25,1010,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL171984,UNNAMED,19841025,600,  , TD,26.2N,71.4W,20,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL181984,  KLAUS,19841105,1800,  , TD,14.7N,68.8W,15,1004,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL191984,UNNAMED,19841123,1200,  , TD,26.5N,79.5W,20,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL201984,LILI,19841212,1200,  , SS,34.5N,60.5W,50,995,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011985, ANA,19850715,1800,  , TD,29.4N,64.2W,30,1011,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021985, BOB,19850721,600,  , TD,26.0N,85.0W,25,1012,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031985, CLAUDETTE,19850809,1800,  , SD,31.5N,80.5W,25,1013,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041985,  DANNY,19850812,0,  , TD,18.5N,80.7W,25,1010,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051985,  ELENA,19850828,0,  , TD,19.8N,74.0W,30,1012,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061985,UNNAMED,19850908,1200,  , TD,20.0N,27.0W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071985,UNNAMED,19850911,1200,  , TD,11.5N,60.5W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081985, FABIAN,19850915,1800,  , TD,23.6N,70.8W,25,1008,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091985, GLORIA,19850916,1200,  , TD,13.3N,23.6W,25,1009,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101985,  HENRI,19850921,1800,  , TD,29.6N,74.3W,25,1008,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL111985, ISABEL,19851007,0,  , TD,17.8N,69.2W,30,1006,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL121985,JUAN,19851026,0,  , TD,24.5N,90.5W,30,1005,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL131985,KATE,19851115,1800,  , TS,21.1N,63.8W,35,999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL141985,UNNAMED,19851207,1200,  , TD,11.2N,77.0W,20,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011986, ANDREW,19860605,0,  , SD,26.2N,75.8W,30,1007,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021986, BONNIE,19860623,1800,  , TD,25.6N,87.2W,25,1014,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031986,UNNAMED,19860723,1200,  , TD,24.0N,54.9W,20,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041986,UNNAMED,19860804,600,  , TD,24.0N,92.9W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051986,CHARLEY,19860813,1200,  , SD,30.1N,84.0W,10,1009,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061986,UNNAMED,19860830,1200,  , TD,12.5N,34.5W,20,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071986,UNNAMED,19860901,1200,  , TD,17.6N,86.2W,20,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081986,  DANIELLE,19860907,600,  , TD,10.5N,52.0W,25,1008,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091986,EARL,19860910,1800,  , TD,21.8N,50.8W,30,1010,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101986,FRANCES,19861118,1800,  , TD,22.8N,62.8W,30,1009,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011987,UNNAMED,19870524,1200,  , TD,21.2N,68.5W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021987, ARLENE,19870808,0,  , LO,34.3N,77.5W,10,1016,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031987,UNNAMED,19870809,1200,  , TD,26.3N,93.6W,30,1010,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041987,UNNAMED,19870813,0,  , TD,12.5N,47.0W,20,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051987,BRET,19870818,0,  , TD,14.8N,20.0W,25,1011,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061987,UNNAMED,19870830,1200,  , TD,14.0N,32.0W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071987,  CINDY,19870905,1200,  , TD,15.2N,31.3W,25,1011,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081987,UNNAMED,19870906,0,  , TD,12.8N,63.3W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091987,UNNAMED,19870907,0,  , TD,28.6N,78.0W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101987, DENNIS,19870908,1800,  , TD,10.8N,18.4W,25,1012,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL111987,UNNAMED,19870913,1200,  , TD,14.0N,54.0W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL121987,  EMILY,19870920,0,  , TD,9.8N,51.3W,25,1008,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL131987,  FLOYD,19871009,600,  , TD,15.0N,82.6W,25,1004,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL141987,UNNAMED,19871031,1800,  , TD,16.5N,77.5W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011988,ALBERTO,19880805,1800,  , TD,32.0N,77.5W,20,1015,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021988,  BERYL,19880808,0,  , TD,30.4N,90.3W,25,1010,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031988,  CHRIS,19880821,1200,  , TD,14.9N,43.3W,25,1009,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041988,  DEBBY,19880831,1800,  , TD,20.1N,91.0W,25,1006,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051988,ERNESTO,19880903,0,  , TD,32.5N,60.5W,25,1016,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061988,UNNAMED,19880907,0,  , TD,12.5N,17.5W,25,1011,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071988,  FLORENCE,19880907,600,  , TD,22.8N,92.0W,25,1000,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081988,GILBERT,19880908,1800,  , TD,12.0N,54.0W,25,1008,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091988, HELENE,19880919,1800,  , TD,13.4N,31.6W,30,1009,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101988,  ISAAC,19880928,1800,  , TD,9.0N,45.5W,25,1009,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL111988,JOAN,19881010,1800,  , TD,8.9N,42.2W,25,1010,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL121988,  KEITH,19881117,1800,  , TD,14.9N,74.3W,30,1008,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL131988,UNNAMED,19880531,1200,  , TD,20.3N,84.7W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL141988,UNNAMED,19880813,0,  , TD,25.0N,74.5W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL151988,UNNAMED,19880820,1200,  , TD,13.0N,21.0W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL161988,UNNAMED,19880820,1800,  , TD,12.5N,60.7W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL171988,UNNAMED,19880904,0,  , TD,28.0N,93.5W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL181988,UNNAMED,19880927,1800,  , TD,11.5N,20.6W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL191988,UNNAMED,19881019,1800,  , TD,12.9N,72.7W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011989,UNNAMED,19890615,1800,  , TD,20.7N,94.3W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021989,ALLISON,19890624,1800,  , TD,27.0N,96.0W,30,1008,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031989,  BARRY,19890709,1800,  , TD,12.8N,37.8W,25,1015,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041989,CHANTAL,19890730,1200,  , TD,22.5N,90.0W,20,1011,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051989,DEAN,19890731,600,  , TD,14.8N,41.8W,25,1010,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061989,UNNAMED,19890808,1800,  , TD,15.8N,20.8W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071989,ERIN,19890818,0,  , TD,14.3N,22.4W,25,1012,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081989,  FELIX,19890826,0,  , TD,16.8N,21.0W,25,1009,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091989,UNNAMED,19890827,600,  , TD,13.0N,48.2W,20,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101989, GABRIELLE,19890830,1200,  , TD,11.6N,21.0W,25,1011,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL111989,HUGO,19890910,1200,  , TD,13.2N,20.0W,25,1010,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL121989,IRIS,19890916,1800,  , TD,11.3N,44.0W,25,1017,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL131989,UNNAMED,19891002,0,  , TD,11.9N,43.0W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL141989,  JERRY,19891012,1200,  , TD,19.4N,92.4W,25,1009,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL151989,  KAREN,19891128,1200,  , TD,17.1N,84.0W,25,1005,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011990,UNNAMED,19900524,1800,  , TD,18.8N,84.0W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021990, ARTHUR,19900722,600,  , TD,8.8N,41.9W,25,1010,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031990, BERTHA,19900724,1200,  , SD,34.0N,75.0W,20,1012,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041990,  CESAR,19900731,0,  , TD,10.1N,22.2W,25,1014,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051990,  DIANA,19900804,0,  , TD,13.2N,79.5W,25,1009,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061990,EDOUARD,19900802,1800,  , SD,38.0N,23.0W,30,1015,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071990,FRAN,19900811,1200,  , TD,9.0N,32.1W,25,1010,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081990, GUSTAV,19900824,600,  , TD,12.6N,45.9W,25,1010,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091990,  HORTENSE,19900825,0,  , TD,12.5N,35.0W,25,1010,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101990,ISIDORE,19900904,0,  , TD,7.2N,23.4W,25,1010,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL111990,UNNAMED,19900918,1200,  , TD,15.0N,45.0W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL121990, JOSEPHINE,19900921,600,  , TD,14.0N,32.0W,30,1009,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL131990,  KLAUS,19901003,1200,  , TD,15.6N,59.3W,30,1008,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL141990,LILI,19901006,600,  , SS,36.0N,44.0W,45,1000,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL151990,  MARCO,19901009,1200,  , TD,22.5N,79.5W,25,1004,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL161990,NANA,19901016,0,  , TD,22.2N,60.4W,25,1009,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011991, ANA,19910629,1200,  , LO,25.9N,78.0W,20,1012,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021991,UNNAMED,19910705,1800,  , TD,23.4N,96.2W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031991, BOB,19910816,0,  , TD,25.6N,74.3W,25,1014,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041991,UNNAMED,19910824,1200,  , TD,14.5N,23.1W,25,1011,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051991,UNNAMED,19910828,1200,  , TD,10.5N,30.8W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061991, CLAUDETTE,19910904,1200,  , TD,26.7N,55.9W,25,1014,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071991,  DANNY,19910907,0,  , TD,10.4N,25.8W,25,1010,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081991,  ERIKA,19910908,1800,  , TD,24.2N,49.1W,25,1011,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091991, FABIAN,19911015,0,  , TD,18.9N,85.7W,25,1010,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101991,UNNAMED,19911024,1200,  , TD,13.4N,42.3W,25,1009,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL111991,  GRACE,19911025,1800,  , SD,27.1N,64.9W,25,1008,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL121991,UNNAMED,19911028,1800,  , EX,44.0N,59.0W,30,1006,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011992,UNNAMED,19920421,1200,  , SD,24.0N,59.0W,25,1006,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021992,UNNAMED,19920625,1200,  , TD,24.5N,85.5W,25,1009,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031992,UNNAMED,19920724,1800,  , TD,28.6N,62.1W,25,1016,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041992, ANDREW,19920816,1800,  , TD,10.8N,35.5W,25,1010,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051992, BONNIE,19920917,1800,  , TD,33.8N,59.0W,30,1009,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061992,CHARLEY,19920921,1800,  , TD,30.0N,33.0W,25,1012,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071992,  DANIELLE,19920922,1200,  , TD,32.5N,74.6W,30,1009,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081992,UNNAMED,19920925,1200,  , TD,11.0N,34.7W,25,1012,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091992,EARL,19920926,1800,  , TD,26.2N,69.1W,25,1009,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101992,FRANCES,19921022,1200,  , EX,26.3N,60.8W,30,1009,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011993,UNNAMED,19930531,1200,  , TD,21.5N,84.0W,25,1003,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021993, ARLENE,19930618,0,  , TD,20.5N,91.9W,25,1006,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031993,BRET,19930804,1200,  , TD,10.4N,40.3W,30,1010,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041993,  CINDY,19930814,1200,  , TD,14.1N,59.5W,30,1012,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051993,  EMILY,19930822,1800,  , TD,19.9N,52.6W,30,1020,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061993, DENNIS,19930823,1200,  , TD,13.6N,30.8W,25,1010,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071993,  FLOYD,19930907,1200,  , TD,24.7N,67.5W,25,1012,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081993,GERT,19930914,1800,  , TD,10.6N,80.7W,25,1008,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091993, HARVEY,19930918,1800,  , TD,26.7N,61.8W,30,1014,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101993,UNNAMED,19930929,1800,  , TD,30.0N,63.2W,30,1012,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011994,ALBERTO,19940630,600,  , TD,21.7N,83.6W,25,1011,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021994,UNNAMED,19940720,600,  , TD,32.2N,78.9W,25,1017,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031994,  BERYL,19940814,1200,  , TD,28.7N,87.2W,20,1013,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041994,  CHRIS,19940816,1200,  , TD,11.3N,39.4W,30,1010,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051994,UNNAMED,19940829,1200,  , TD,20.5N,93.0W,30,1007,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061994,  DEBBY,19940909,1200,  , TD,13.1N,56.8W,25,1011,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071994,ERNESTO,19940921,1800,  , TD,10.1N,29.9W,25,1010,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081994,UNNAMED,19940924,1200,  , TD,16.0N,84.5W,25,1008,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091994,UNNAMED,19940927,1200,  , TD,13.8N,20.8W,30,1008,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101994,UNNAMED,19940929,600,  , TD,20.5N,86.0W,25,1007,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL111994,  FLORENCE,19941102,0,  , SD,22.7N,47.0W,30,1011,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL121994, GORDON,19941108,1200,  , TD,11.9N,82.3W,25,1009,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011995,ALLISON,19950603,0,  , TD,17.4N,84.3W,30,1005,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021995,  BARRY,19950705,600,  , TD,32.0N,72.0W,20,1019,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031995,CHANTAL,19950712,0,  , TD,17.1N,54.9W,25,1012,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041995,DEAN,19950728,1800,  , TD,26.2N,86.6W,25,1009,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051995,ERIN,19950731,0,  , TS,22.3N,73.2W,45,1004,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061995,UNNAMED,19950805,1800,  , TD,20.2N,95.2W,20,1008,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071995,  FELIX,19950808,0,  , TD,14.3N,30.8W,30,1010,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081995, GABRIELLE,19950809,1800,  , TD,23.7N,94.8W,30,1007,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091995,  HUMBERTO,19950822,0,  , TD,13.2N,33.0W,30,1009,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101995,IRIS,19950822,1200,  , TD,13.2N,49.3W,30,1008,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL111995,  JERRY,19950822,1800,  , TD,23.7N,78.7W,20,1010,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL121995,  KAREN,19950826,1200,  , TD,15.4N,32.7W,30,1009,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL131995,LUIS,19950827,1200,  , TD,11.3N,22.7W,25,1010,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL141995,UNNAMED,19950909,1200,  , TD,17.9N,41.9W,25,1009,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL151995,MARILYN,19950912,1800,  , TD,11.7N,50.9W,30,1006,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL161995,NOEL,19950926,1800,  , TD,10.4N,37.7W,25,1007,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL171995,OPAL,19950927,1800,  , TD,19.1N,87.3W,25,1004,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL181995,  PABLO,19951004,1800,  , TD,8.3N,31.4W,30,1009,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL191995,ROXANNE,19951007,1800,  , TD,14.0N,82.1W,25,1005,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL201995, SEBASTIEN,19951020,1200,  , TD,13.8N,53.8W,25,1006,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL211995,  TANYA,19951027,0,  , TD,24.6N,59.2W,30,1004,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011996, ARTHUR,19960617,1800,  , TD,26.8N,77.8W,25,1010,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021996, BERTHA,19960705,0,  , TD,9.8N,34.0W,30,1009,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031996,  CESAR,19960724,1800,  , TD,11.8N,62.6W,25,1009,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041996,  DOLLY,19960819,600,  , TD,17.3N,80.2W,25,1009,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051996,EDOUARD,19960819,1800,  , TD,12.4N,19.9W,25,1007,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061996,FRAN,19960823,1200,  , TD,14.0N,21.0W,25,1012,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071996, GUSTAV,19960826,0,  , TD,12.7N,23.0W,30,1008,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081996,  HORTENSE,19960903,1200,  , TD,14.9N,41.0W,25,1006,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091996,ISIDORE,19960924,1200,  , TD,8.6N,23.3W,25,1008,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101996, JOSEPHINE,19961004,1800,  , TD,22.7N,96.2W,25,1003,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL111996,KYLE,19961011,1200,  , TD,17.3N,86.5W,30,1006,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL121996,LILI,19961014,1200,  , TD,12.8N,80.4W,25,1006,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL131996,  MARCO,19961113,1200,  , LO,10.5N,77.5W,20,1009,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011997,UNNAMED,19970531,1800,  , LO,28.5N,77.4W,25,1011,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021997, ANA,19970630,1200,  , TD,32.0N,77.2W,30,1013,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031997,BILL,19970711,600,  , TD,30.4N,69.9W,30,1014,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041997, CLAUDETTE,19970713,0,  , EX,31.3N,73.6W,25,1012,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051997,  DANNY,19970716,1200,  , TD,27.4N,92.6W,25,1013,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061997,UNNAMED,19970717,600,  , TD,12.0N,51.5W,25,1009,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071997,  ERIKA,19970903,600,  , TD,10.9N,44.1W,30,1006,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081997, FABIAN,19971004,1800,  , TD,24.2N,64.5W,25,1009,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091997,  GRACE,19971014,1200,  , TD,20.0N,68.7W,30,1002,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011998,ALEX,19980727,1200,  , TD,11.3N,25.4W,25,1009,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021998, BONNIE,19980819,1200,  , TD,14.7N,48.1W,25,1009,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031998,CHARLEY,19980821,600,  , TD,25.3N,92.3W,25,1008,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041998,  DANIELLE,19980824,600,  , TD,13.4N,34.3W,25,1007,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
